tweet,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5
مافكرت الى أي مدى قد يصل الإيمان بالخرافة والهذيان عند المرئ وثائقي يحكي عن انتحار قتل ١١ شخص من عائلة وحده في نفس الوقت والمكان,1,0,0,1,1
النشرة الدينية حكم الانتحار بالحبة القاتلة ورأي الشرع في الخطبة والكلام بين الخاطب والمخطوبة,1,0,1,0,1
حزب الشعب ينعى الشيخ سليمان الهذالين وكالة معا الاخبارية,0,0,0,0,0
الدغمي ينعى الشهيد النقيب خضيرات جريدة الغد,0,0,0,0,0
نقيب الإعلاميين ينعى الإعلامية القديرة آمال مكاوي البوابة نيوز,0,0,0,0,0
عبدالرحيم علي ينعى والد الزميلة سارة النجار البوابة نيوز,0,0,0,0,0
نزيف حتى الموت واقعة العثور على جثة تاجر بوابة الأهرام,0,0,0,0,0
العثور على جثة شروق آخر ضحايا غرق معدية الموت بمنشأة القناطر فيديو اليوم السابع,0,0,0,0,
مهاجر مغربي بإيطاليا يخنق زوجته حتى الموت بغرفة النوم,0,0,0,0,0
اليوم محاكمة حنين حسام في قضية الاتجار بالبشر مصراوى,0,0,0,0,0
فرنسا الكشف عن موعد صدور الحكم في قضية مرشح الرئاسة إريك زيمور المشهد العربي,0,0,0,0,0
اختفاء طفل في ظروف غامضة بطنجة والدة المختفي عفاكم عاونوني نلقا ولدي فيديو,0,0,0,0,0
رحيل قيس خزعل العزاوي انتقالات الأماكن والمعارف العربي الجديد,0,0,0,0,0
ما حقيقة اختطاف ثلاثة أشقاء قصر في منزل بوزيان موزاييك أف أم,0,0,0,0,0
تعد مادة الفنتانيل المخدرة سبب رئيسي للوفيات في الفئة العمرية مابين   إلى   سنة في أمريكا في آخر احصائية حيث يتم خلطه مع الهروين الكوكاين القنب وقد فاقت أعداد الوفيات بسبب الفنتانيل في هذه الفئة العمرية تلك الناتجة من الكورونا أو الحوادث المرورية وحتى الانتحار,0,0,0,0,0
ما حقيقة اختطاف فتيات في حفلات موسم الرياض ووسم الكونسرت الحزين يتصدر الترند زاد الاردن,0,0,0,0,0
كتب عماد حمدى بعد انفصاله عن ناديه الجندي الحياة الزوجية الفاشلة قد تدفع بعض الأزواج إلى الجنون وإلى الانتحار لكني والحمد لله خرجت من تلك التجربة سليم العقل ولم أفكر أبدا في إلقاء نفسي من أقرب نافذة,1,0,1,0,1
الانتحار الحوثي خالد بن حمد المالك,0,0,0,0,0
افتاء مصر تنفي تصريح الساعة اقتربت وعلى البشر الاستعداد للقاء الله وتغرد عن وسيلة انتحار انتشرت مؤخرا,1,0,1,0,0
افتاء مصر تصريح تصريح الساعة اقتربت وعلى البشر للقاء الله وتغرد عن وسيلة انتحار انتشرت مؤخرا,1,0,1,0,0
افتاء مصر تنفي تصريح الساعة اقتربت وعلى البشر الاستعداد للقاء الله وتغرد عن وسيلة انتحار انتشرت مؤخرا بوابة الأخبار,1,0,1,0,0
عاجل انتحار ام ل  اطفال بقفصة,1,0,1,1,1
مصر إحالة متهمين في قضية انتحار بسنت إلى الجنايات,1,0,1,0,1
يمارس الحوثيون ما يوصف بأنه إقدام مجنون على الانتحار رغم تلقيهم الهزائم المرة وتزايد القتلى بين صفوفهم وطردهم من الأراضي التي كانوا يحتلونها إثر انقلابهم على النظام الشرعي في البلاد خالد بن حمد المالك يكتب الانتحار الحوثي,0,0,0,0,0
مصر تطورات جديدة في قضية انتحار بسنت الوطن الوطن تنبض صحيفة الوطن البحرين,1,0,1,0,1
القوات المسلحة تنعى الشهيد الوكيل محمد حامد المشاقبة,0,0,0,0,0
أحمد لطفي في ذمة الله صحيفة الخليج,0,0,0,0,0
الزميل علي رزق في ذمة الله الوكالة الوطنية للإعلام,0,0,0,0,0
فوزية كتيلات عبيد من المشهد في ذمة الله,0,0,0,0,0
نجل الدكتور عبدالمنعم سعيد في ذمة الله المصري اليوم جوجل الصبح,0,0,0,0,0
علي ابراهيم طالب في ذمة الله وفيات وكالة عمون الاخبارية,0,0,0,0,0
حبس عامل متهم بقتل شقيقه بسب خلافات عائلية ولهو والأطفال بالشرقية المصري اليوم,0,0,0,0,0
الصحفي محمود الذوادي في ذمة الله موزاييك أف أم,0,0,0,0,0
رياض الذنيبات في ذمة الله وفيات وكالة عمون الاخبارية,0,0,0,0,0
الصحفي محمود الذوادي في ذمة الله آرابسك,0,0,0,0,0
الصحفي محمود الذوادي في ذمة الله,0,0,0,0,0
الفنان الكبير محمد العربي القلمامي في ذمة الله حقائق اون لاين,0,0,0,0,0
سلطان بن منيف في ذمة الله مصر اليوم,0,0,0,0,0
نجل الدكتور عبدالمنعم سعيد في ذمة الله شبكة عيون الإخبارية,0,0,0,0,0
موقع خبرني الحاج سالم عبدالله الزعبي في ذمة الله,0,0,0,0,0
الصحفي محمود الذوادي في ذمة الله حقائق اون لاين,0,0,0,0,0
بلينكن حزب الله مستمر بجمع ثروات على حساب اللبنانيين العربية,0,0,0,0,0
الاردن الحاج سالم عبدالله الزعبي في ذمة الله,0,0,0,0,0
سلطان بن منيف في ذمة الله أخبار السعودية صحيفة عكاظ,0,0,0,0,0
تقرير رسمي مهم جداااااا مصر شهدت ٢٥٨٤ حالة انتحار في ٢٠٢١,1,0,1,0,1
أكدت دار الافتاء أن من أكثر صور الانتحار انتشارا في الأيام الأخيرة خاصة في القرى الانتحار عن طريق تناول ما يعرف حبوب الغلة وأشارت إلى أن إزهاق النفس البشرية بهذه الكيفية فيه إقدام على كبيرة من أعظم الكبائر المصدر اليوم السابع مصر الافتاء,1,1,1,0,1
عزيزي الانتحار أكتب إليك رسالة جديدة لقد باتت الأمور حزينة للغاية بت أدنو منك أكثر كلما مر الوقت وأصبحت أخشى أنني لم أعد اخشاك لم تعد شبحا مخيفا برأسي كما كنت كلما اقتربت كلما إتضحت ملامحك أرى أنك تخليت عني أو ربما انا من تخليت الآن أود مقابلتك,1,0,0,1,1
روعة والله بتقولة فين القطار اللي رايح لعالم افضل يامستر والله كلنا عاوزين نركب هذا القطار وخاصة الشباب المصري البطالة يريدون بل يجب عليهم السفر والله يلعن كورونا وقفت اسفار الشباب وحرقتهم بمثر انتحار وقتل واغتصاب لان مفيش فلوس ولا زواج ولاعمل وسلامي للنواب المرتاحين كافيار حلو,1,0,1,0,1
مصر إحالة متهمين في قضية انتحار بسنت للجنايات,1,0,1,0,1
بيان الانتحار السياسي وبئس الموقف استجواب وزير الدفاع,0,0,0,0,0
غياب جماعي للابتدايي٢ اخذ الابرة بمثابة انتحار,0,0,0,0,0
مصر النائب العام يعلن تطورا قضائيا جديدا في واقعة انتحار بسنت بعد ابتزازها بصور مخلة,1,0,1,0,1
خبر ابيض شريف الشعشاعي أجسد شخصية شاب يفشل فى الانتحار أكثر من مرة ضمن أحداث فيلم نحن نقتل من أجلك,0,0,0,0,1
جامعة كربلاء تنظم ندوة علمية بعنوان الانتحار من وجهة نظر تربوية ودينية وقانونية,1,0,1,0,1
انتحار شابة بسبب دواء ضد حب الشباب,1,0,1,1,1
تطورات جديدة في قضية انتحار بسنت خالد وهذه التهم الموجه للمتهمين ال الإمارات اليوم,1,0,1,0,1
الانتحار الحوثي يمارس الحوثيون ما يوصف بأنه إقدام مجنون على الانتحار رغم تلقيهم الهزائم المرة وتزايد القتلى بين صفوفهم وطردهم من الأراضي التي كانوا يحتلونها إثر انقلابهم على النظام الشرعي في البلاد,0,0,0,0,0
النيابة العامة المصرية أحالت متهمين لمحكمة الجنايات في قضية انتحار انتحار بسنت بعد تعرضها لابتزاز إلكتروني تفاصيل القضية في هذا الرابط,1,0,1,0,1
لذلك نقول للناس اعملوا فحص الدم لاكتشاف التلجطات المجهرية كي تعالجوا الامر قبل ان يستفحل برأي المتواضع اهمال حد الانتحار ان انسان اخذ جرعة ولا يعمل الفحص ماذا يخسر لو وجد شيء على الاقل يعالج نفسه لست بحاجة ان تنتظر النغزات او صعوبة التنفس لتعمل الفحص,0,0,0,0,0
بعد انتحار فتاة مصرية كيف نحمي بناتنا من الابتزاز الإلكتروني,1,0,1,1,1
تزوجت من أمير سعودي بارز سنوات وحاولت الانتحار بسبب ابنتها أسرار من حياة نجمة الشاشة المصرية,1,0,1,1,1
هذا منتحر كونه يقتل نفسه على اي حال نلتمس له العذر قالها وقت اليئس من نفسه وروحه,1,,1,1,1
النائب العام يحيل متهمين للجنايات بتهمة الاتجار في البشر بواقعة انتحار الطالبة بسنت بكفر الزيات تفاصيل النيابة نهيب بأولياء الأمور إلى الرفق بأبنائهم والإنصات إليهم ومشاركتهم همومهم ونناشد الشباب تحمل مسؤولية الحفاظ على أرواحهم,1,0,1,0,0
انقاذ مواطن حاول الانتحار في بغداد,1,0,1,0,1
عاجل انتحار ببلدية النخيل,1,0,1,1,0
متى آخر مرة سمعت أن شخصا انتحر لماذا قلت نسب الانتحار في عالمنا العربي قاف التفاعلية,1,1,1,0,1
لالا لقجع قال ان عاقبتم تونس سأنتحر وليس سأنسحب ههههه توانسة قالو حتى الجزاىر وقفت معانا وقالت كلمتها غير انتم تقولو العكس,0,0,0,0,0
على حافه الانتحار بس مبينه كول,1,0,1,1,1
الشروق الزراعة بعد كثرة استخدام حبة الغلة في الانتحار الحل ليس المنع وإنما التوعية الزراعة,1,0,1,0,1
الزراعة بعد كثرة استخدام حبة الغلة في الانتحار الحل ليس المنع وإنما التوعية,1,0,1,0,1
الإفتاء المصرية تنفي تصريح الساعة اقتربت وتتحدث عن انتشار وسيلة انتحار جديدة تغريدات,1,0,1,0,0
مصر تطورات جديدة في قضية انتحار بسنت بعد ابتزازها بصور مخلة وصدور قرار من النائب العام ضد المتهمين,1,0,1,0,1
يعطوكم حال الانتحار,0,0,0,0,1
مصريين ينتحرون يوميا مصر الأولى عربيا في معدلات الإنتحار   حالة إنتحار في مصر خلال العام الماضي إحصائية وزارة التضامن لا تتضمن محاولات الإنتحار الفاشلة الرقم هائل لماذا ينتحر المصريون مصر,1,1,1,0,1
النيابة العامة المصرية أحالت متهمين لمحكمة الجنايات في قضية انتحار فتاة بعمر   عاما تدعى بسنت خالد بعد تعرضها لابتزاز إلكتروني,1,0,1,0,1
جريمة مروعة عراقي ينتحر بعد قتله نساء من عائلته حادثة مفجعة هزت الشارع العراقي بعد إقدام رجل على قتل ابنته وزوجته ووالدتها قبل إقدامه على الانتحار,1,0,1,0,1
زراعة مصر كثرة انتشار الانتحار حبة الغلة ومطالبات بايقاف استيرادها عبارة عن مبيد مكون من فوسفيد الألومنيوم تستخدم عالميا في حفظ الحبوب أثناء فترات التخزين ومسجلة كمبيد حشري,1,0,1,0,0
محاولة انتحار من جسر مشاة في خلدا فيديو محليات وكالة جراسا الاخبارية,1,0,1,1,1
اعتبرت أخذ الإبرة بمثابة انتحار يعفيها عن الوفاء,0,0,0,0,0
في تطور قضائي جديد في قضية انتحار الشابة بسنت خالد أعلنت النيابة العامة في مصر عن إحالة متهمين لارتكابهم جريمة الاتجار بالبشر لمزيد من التفاصيل تابعن وا الخبر على موقعنا الابتزازالإلكتروني مصر بسنتخالد شريكة ولكن,1,0,1,0,1
سمير سعيد كان القادسيه بقلبي وعقلي وكنت سأنتحر بسبب القادسيه الله يرحمك يا أسد المرمى,0,0,0,0,0
الإفتاء المصرية تنفي تصريح الساعة وتتحدث عن انتشار وسيلة انتحار جديدة,1,0,1,0,0
انتحار مريض نفسي شنقا في سوهاج,1,1,1,1,1
که ته ریشتیا وایی نو پاکستان هم خو ده رب ذمکه ولی پنجابی مولایان چی تاسی ته په افغانستان کی ده انتحار او انفجار دستور درکوی ولی الته ده رب قانون نه پلی کوی دا شل چی تاسی ده هیرامندوی په ذیر خانو کی پت واست هلته ده رب قانون چیری وه,0,0,0,0,0
انتحار فتاة باطلاق النار على نفسها شرقي بغداد العراق القرطاس نيوز,1,1,1,1,1
انتحار فتاة باطلاق النار على نفسها شرقي بغداد العراق الشفافية نيوز,1,1,1,1,1
انتحار فتاة باستخدام سلاح والدها الضابط في منطقة العبيدي شرقي بغداد قناة الرشيد,1,0,1,1,1
انتحار ابنة ضابط في وزارة الداخلية شرقي بغداد,1,0,1,1,1
عاجل الاردن محاولة أنتحار الان في عمان,1,1,1,1,1
يشجع نظام اللجوء في المملكة المتحدة استغلال الأطفال ويتسبب لهم بأضرار جسيمة صحية ونفسية مثل تدهور صحتهم العقلية وزيادة إقبالهم على الانتحار,1,0,1,0,1
هناك رغبة في الانتحار في بعض الأحيان الاحد ثوره النفاطه,1,0,1,1,1
بطاح يقرر الانتحار ولا حول ولا قوة الا بالله,1,0,0,1,1
٢ شرق المتوسط عبدالرحمن منيف أكثر ما يعجبني في منيف هي نصوصه التي أجد ظلال دوستويفسكي تنعكس عليها هذه الرواية تدع رائعة من روائع أدب السجون السجن يا أنسية داخل الانسان أتمنى ألا أحمل سجني أينما ذهب ان مجرد تصور هذا عذاب يدفع بالإنسان إلى الانتحار,0,0,0,0,0
من قتل نفسه بشيء عذب به توضيح الافتاء لكل من تغالبه نفسه على الانتحار الدكتور مجدي عاشور الدكتور محمد وسام الدكتور محمد عبدالسميع الافتاء دار الافتاء الدكتور محمود شلبي الدكتور أحمد ممدوح دين وحياة,1,0,1,0,0
الافتاء الانتحار مرض نفسى يحتاج الى علاج واحتواء الدكتور مجدي عاشور الدكتور محمد وسام الدكتور محمد عبدالسميع الافتاء دار الافتاء الدكتور محمود شلبي الدكتور أحمد ممدوح دين وحياة,1,0,1,0,0
لو فى بنية تحتية محترمة مش هايحتاجوا ابدا ينزلوا بكل جسمهم ويغطسوا فى المجارى بالشكل ده ده انتحار من أجل لقمة عيش حسبنا الله ونعم الوكيل فى كل من خان ودمر وسرق ونهب مقدرات الوطن وكل من دعمه ووالاه ارحل يا سيسي ثوره من اجل الحياه,0,0,0,0,0
انتحار الأردن مش بخير ارفض امر الدفاع,0,0,0,0,0
محاوله انتحار في عمان لا حول ولا قوه الا بالله اشعروا بالناس يا حكومه الأردن مش بخير الاردن,1,0,1,1,1
كذب المنجمون ولو صدقوا خبيرة أبراج تتوقع انتحار شخصية مشهورة في   شاهد مع تسنيم حمدي بيتنا أحلى,0,0,1,0,1
نصحتني زميلة في العمل بقراءة انتحار فاشل لأحمد رمضان ولشدة تنوع الأحداث وسرعتها وبسبب النهايات المبهرة غير المتوقعة أنهيت الكتاب في يومين هو عبارة عن قصص صغيرة مختلفة المواضيع بعضها مبني على قصص حقيقية قراءة اليوم قراءات نور القراءة نور كتاب عالم نور,0,0,0,0,1
كمثال شوبنهاور واحد من اهم فلاسفة العدمية كان يكره أمه وعلاقته بيها سيئة جدا وبسبب العلاقة هذه كان يكره كل النساء ويعتبر في المرأة منبع كل الشرور حياة شوبنهاور الأسرية المأساوية شكلت كل أفكاره انتحار والده تخلي أمه عنه في عمر صغير كل الأحداث هذه شكلت حياته وأفكاره,1,0,1,0,1
متعب مني متعب من الوقت المكان متعب من الذين وعدوا أخلفوا متعب من كل هذه الكلمات التي كتبتها التي تتساقط مني بطريقة تراجيدية رساله قبل الانتحار,0,0,1,0,1
کسانی که در بیست سال گذشته جز انتحار کشتن ویرانی وحشت چیزی دیگر بلد نبوده هرگز نمی تواند برای این سرزمین نقشه آبادانی را ترسیم کند نه به تفکر طالبانی,0,0,0,0,0
دولت تروریستی فاشیستی انتحار پرور از جهالت نادانی چنین استفاده جوی ها هزاران سال است که ادامه دارد اگر عقل نباشد جان هم در عذاب است,0,0,0,0,0
قعدوا يقولوا الغزاله رايقه الغزاله رايقه اهى الغزاله بتحاول الانتحار وجالها اكتئاب,0,0,0,1,0
انتحار ضابط شرطة في كركوك,1,0,1,1,1
تعرضت انتصار الحمادي للضرب في معتقلها وتم حلاقة رأسها إجباريا هذا بعد محاوله إقدامها على الإنتحار جراء جلسات التطهير الجسدي واعتداءات قسرية وتعسفية وممارسات غير قانونية وغير اخلاقية وتعدي صارخ لحقوق الإنسان وامتهان للكرامة الإنسانية,1,0,1,1,1
عشرينية تقدم على الانتحار بطنجة,1,0,1,1,1
انتحار مبادئ استجواب وزير الدفاع مستحق,0,0,0,0,1
هنر به ساز انتحار,0,0,0,0,0
دینی که برای بقای خود به نظام استبدادی خاموش کردن سرکوب مردم ترور انتحار متوصل میشود دین حق بوده نمی تواند,0,0,0,0,0
سؤال بجد يعني عايزة اعرف إجابتو ما تقليل من حجم الثوار او اى حاجة بس حسي وين المنطق في الموضوع دا وين المنطق في انو زول بيكون بيضرب عليك رصاص انت مستخبي ورا كرتونة دا إنتحار رسمي شعبي,0,1,0,0,0
طالب تروریست دشمن علم فرهنگ تمدن دانشگاه پنجشیر مردم غیور پنجشیر بدانید این قاتلان جانیان دشمن علم تحصیل هستند حالا نمیتوانند انتحار کنند میخواهند دانشگاه ها را آتش بزنند چون خونخواری ویرانی عادت شان شده,0,0,0,0,0
مصر إحالة متهمين في قضية انتحار بسنت للجنايات عبر,1,0,1,0,1
جثة معلقة بغرفة النوم تفاصيل انتحار موظفة داخل شقتها,1,0,1,0,1
ارحل يا سيسي يا عر خد ابنك العر كامل الوزير بيقول هربوا مفيش مشكله بس المهم نستفيد قتل ادمان انتحار هو دا هدف السيسي يلهي الناس عشان ما يتشافش هو بيسرق يبيع البلد حته حته,0,0,0,0,0
سجل يا تاريخ سجل كم نازح كم مهاجر مناضل ومقهور كم جائع وكم مشرد كم عريان وكم جوعان على هذه الارض واي أي أرضه يا ناس المفروض تكون أمنه وأمانه لما الانسان ما عنده آلية دفاع عن حقه الا الانتحار وقتل العدو ما في كلام انتهى حسبي الله ونعم الوكيل,1,0,0,0,1
سر انتحار المرأة الوحيدة في حياة هتلر,1,0,1,1,1
انتحار فتاة باستخدام سلاح والدها الضابط في منطقة العبيدي شرقي بغداد,1,0,1,1,1
موفق قانوني لشركة نفط فرنسية يعتبر لقاحات كوفيد قاتلة ومبثلبة انتحار وتعلل موقفها هذا استنادا على النشرة الطبية للقاع اوقات ان كوفيد ليس مرض خطير ولا يتطلب لقاح,0,0,0,0,0
أنباء عن تعرض انتصار الحمادي المعتقلة في سجن حوثي إلى الضرب وحلاقة رأسها إجباريا إثر محاولتها الانتحار بسبب جلسات التطهير الجسدي والاعتداءات القسرية الحرية لانتصار الحمادي,1,0,1,0,1
قومي البحوث الاجتماعية الألعاب الإلكترونية تحرض على الانتحار,1,0,1,0,1
انتحار الطالبة بسنت أشعل غضب الشارع المصري وسط مطالبات حقوقية وقانونية بتغليظ عقوبة الابتزاز الإلكتروني والأزهر الشريف يجرم نشر الصور المزيفة والتعديل عليها بغرض الابتزاز ويصفها بأنها إثم وبهتان عظيم,1,0,1,0,1
الشروق سوسن بدر موروثات وراء انتحار فتاة الغربية فن,1,0,1,0,1
طالبان سالهاست با انتحار انفجار وحشت ایجاد کردند فعلا هم با ترور اختطاف خانم های معترض میخواهند صدای آزادی خواهی خانم را خاموش کنند ما از کمیسیون حقوق بشر سازمان ملل متحد تقاضا میکنیم تا توجه جدی نمایند,0,0,0,0,0
التعود والتعلق والحب أخطر واقسى انواع المشاعر على الإنسان لأنهم عند الفقد يولد الياس وعدم الرغبه وأحيانا الانتحار والكارثه اننا بنكون تقريبا منجزبين بقوه اكبر وأقوى من اننا نعمل كنترول وثانيه نكون فى عمق العلاقه وصعب الرجوع,1,0,1,0,1
تخفيض يعني انتحار اسحب فلوسك,0,0,0,0,0
بعد موت أكثر الأشخاص الذين نحبهم في هذا العالم نكلل لحظات فراقهم وننشرها كعبق البخور يرحلون أمام صخبنا عله ينعش صمتهم الأبدي نحن الشاهدين على انتحار أصدقائنا في هذا الوطن العربي بأنظمته الحاكمة علينا بالإعدام بودكاست رصيف,1,0,1,0,1
ندعو الفنانين والمثقفين والحقوقيين ومختلف الفعاليات الثقافيةوالفنية في اليمن والوطن العربي والعالم ومنظمات حقوق الانسان والدفاع عن قضايا المرأة للتضامن مع مأساة انتصار الحمادي وأسرتها والضغط على مليشيا الحوثي لاطلاقها فورا في ظل مخاوف من إقدامها على الإنتحار بعد فشل عدة محاولات,1,1,1,0,0
جهاز المخابرات العامة في الخليل يتمكن من القاء القبض على مشتبه به بجريمة قتل مواطن في مدينة الخليل قبل أيام بعد أن تم الكشف أن حالة الوفاة التي أعلن عنها حاله اشتباه انتحار كانت عمليه قتل مدبرة,1,0,0,0,1
الإبرة بمثابة انتحار,0,0,0,0,0
هذا انتحار مو مداورة الحارس الدفاع الوسط مرة وحدة,0,0,0,0,0
كتاب محشور بالفاجعة بالموت بالحزن كارل هو ابن الكاتبه الذي انتحر تفاصيل ويوميات وآلام لا يمكن استيعاب كثافتها تفاصيل حادثة الانتحار المأساوية حقيقة كارل تراجيديا التأبين عنوان الكتاب كلها دلالات بمنتهى الذعر كتاب مؤلم جدا,0,0,0,0,0
منتحر,1,1,0,1,1
المخابرات تكشف عن ملابسات وفاة شاب بشبهة انتحار بالخليل التفاصيل,1,0,1,0,1
لا حول ولا قوة إلا بالله الى أين تريدون أن توصلوا هؤلاء الناس فبعد أن أصبح الإنتحار أمر عادي قضية أصبح الأمر عادي إلى أين أوصلتوا أبناء الحمايل والناس التي تحترم القانون بسبب حرمانهم من هويتهم الوطنية وبأسم القانون وبسبب يأسهم من حلولكم لا حول ولا قوة إلا بالله,1,1,1,0,1
للأسف فيه من راح تدفع له مليون عشان يعرس عليها تبي تنتحر المسكينة وقتها لكن عارفة الانتحار حرام فتتزوجه وتموت بسرعة,1,1,1,0,1
كيف علي جسد دور العاشق حبه لايزو اكبر من حبها له انكسر انخذل لدرجة الانتحار,0,0,0,0,0
قاتل سائحة أكادير حاول الانتحار في   والشرطة عثرت بمنزله على   وصفة طبية لعلاجه من اضطرابات عقلية مزمنة,1,0,1,0,1
دار الافتاء تعرب عن أسفها لموجة الانتحار الأخيرة بأقراص فوسفيد الألومنيوم,1,,1,0,1
الكشف عن جريمة خلف وفاة شاب بشبهة انتحار في الخليل,1,0,1,0,1
انا مش بفكر في الانتحار نهائيا,0,0,1,0,0
الشروق أسامة الأزهري هناك فارق بين من قتل نفسه ومن انتحر بسبب عدوان وابتزاز الانتحار,1,1,1,0,1
بالصدفه لقيت عريضه بعنوان الخط السعودي للوقاية من الانتحار للمطالبه توفير هذه الخدمة العدد ما اكتمل لكن اتمنى عدم تجاهل هذه الاعداد الضخمة الموضوع مو سهل وجالس يزيد اتمنى من وزارة الصحة تراجع موضوع الخدمة,1,0,1,0,0
عشريني يقدم على الانتحار وسط ظروف غامضة,1,0,1,1,1
كيف يمكن تجنب الانتحار أسامة الأزهري يجيب,1,0,1,0,0
أمر بأكتائب حاد وكل ما أفكر في الانتحار تتبد فكرة النهاية التعيسة بمجرد رؤية أطفالي والله لا يردني عن هذه العمل الا هم لكن عسى الله أن يفرج همي وهم كل عاطل وأما أنت يا معدي وأنت يا الراجحي خصموا يوم القيامة لا سامحكم الله,1,0,1,0,1
سانتحر قريبا,0,1,1,1,1
هذه ليست رسالة إنتحار بل إنها الحقيقة المجتمع هو من قتلني إقبضوا عليهم,1,1,1,1,1
لما أهلها مايقفوش جنبها لدرجة الانتحار يبقى ابن عمها يطمع فيها بالمرة ربنا رحمها من شر الناس,1,0,1,0,1
امبارح كنت بتكلم مع بنت عارفاها من قريب كدا الحوار اتجه لعبثية الحياة وهزرنا قالتلي أنها هترجع لدكتورها النفسي بعد الامتحانات أدركت أنه واو مش لازم اضيف حس الفكاهة ممكن اتكلم قليلا من الجد عادي لقيتها اتخضت أني بفكر في الانتحار وأي دا بتتتت أنا,1,0,1,0,1
لو حياتها ملك لاهلها يبقى بدل ما نعمل لها قانون انتحار يحاسبها هيه لو عاشت يبقى القانون يحاسب أهلها,1,0,1,0,1
يابنت اءكري الله مايصلح الانتحار عشان تروفي موسيقه حزينه ياكنتروال دايمن دموع دموع,1,0,0,0,0
شركات التأمين في فرنسا لا تعوض من أخذ اللقاح بإعتباره منتحر هل بقي لكم شيء من كرامة,0,1,0,0,0
القضية دي كل يوم يظهر فيها تفاصيل مؤلمة اكتر لدرجة مبقتش مستغربة من انتحار بسنت او بالآحري دفعها للانتحار اللي مستغرباله ازاي قدرت تعيش وسط أسرة وضيعة كده وقرية أكثر وضاعة وانحطاط,1,0,1,0,0
عاجل اعتقال مشتبها جديدا في انتحار الطالبة بسنت,1,0,1,0,1
في  اغسطس لعام  استسلمت اليابان بعد إلقاء امريكا القنابل الذرية على هيروشيما وناغازاكي رفض تاكيجيرو الاستسلام وطلب في الاستمرار الحرب لتحقيق نصر يدونه التاريخ ولكن لم يستجيب احد لكلامه بعده بيوم قرار تاكيجيرو الانتحار بطريقة هارا كيري يستخدمها الساموراي عندما ينهزمون,1,0,0,0,1
عاجل انتحار اشرف بن شرقى,0,0,0,0,1
فضح الظالمين ومواجهتهم بالحقائق هي الطريق الأفضل لاسترداد الحقوق المسلوبة بإذن الله مهما طال الزمن أو قصر أما الانتحار فأعتبره هروب من الواقع ومن مواجهة الظلمة ولن يغير شيء سوى مزيد من الحسرة والألم لأهل المنتحر البدون,1,1,1,0,1
مراكش انتحار شاب شنقا بمنطقة الكحيلي,1,0,1,1,1
لو الانتحار حلال كان طيحت نفسي,1,0,1,1,1
عاجل بعد محاولات الانتحار الفاشلة كاتبة تفتح الملف الأسود للجماعة الإرهابية لمزيد من التفاصيل مصر تايمز,1,0,0,0,1
إستهدافه يعني إنتحار بالنسبه للبعران والنتائج كارثيه أشبه بالحكم على شعب كامل بالإعدام خسرنا كل شيء وهو آخر شريان يخفف الجزء اليسير من معاناتنا نصيحه إفهموا,0,1,0,0,0
مبروك عطية من يتسبب في انتحار ابنه أو بنته يعد قاتلا بالخطأ,1,0,1,0,0
في مقدمتها الاضطرابات النفسية القومي للبحوث الاجتماعية يرصد أسباب الانتحار في دراسة,1,0,1,0,0
هعيش حياتي تامر حسني بعدك عني انتحار لمياء جنات حب امتلاك,0,0,0,0,0
صنع لنفسه مشنقة في المنزل انتحار مريض نفسي بسوهاج التفاصيل,1,1,1,1,1
صفقه انتحار برج القاهره في البرد ده,0,0,0,0,0
من المحزن أن يختفي الجانب الخير من تينما لأنه لم يظهر أي عاطفة عندما حدث الانتحار وتوقف أيضا عن الاعتقاد بأن جميع البشر يستحقون العيش تغيرت الظروف وخشنته,1,0,1,0,1
ياليت الانتحار حلال رساله اليوم,1,0,1,1,1
ردة فعلي على انتحار لويجي,1,0,0,0,1
جدل قانوني بعد رفض شركة تأمين فرنسية تغطية التأمين على الحياة بعد وفاة رجل ثري تلقى لقاح كورونا الشركة تعذرت بأنه معروف أن اللقاحات قاتلة ومضاعفات اللقاح سبق نشرها ومنها الموت وان كورونا ليس مرضا خطيرا واعتبرت ان اخذ اللقاح بمثابة انتحار يعفيها عن الوفاء,0,0,0,0,0
بعد تقرا الخبر تحس روحك حلوف انك مازلت ما فكرت اساسا في الانتحار,1,0,1,0,1
بغداد انتحار شابة داخل دارها ضمن منطقة العبيدي باطلاق النار على نفسها من مسدس والدها الذي يعمل ضابط برتبة مقدم في وزارة الداخلية قناة الانبار الفضائية,1,0,1,0,1
سوسن بدر موروثات وراء انتحار فتاة الغربية,1,0,1,0,0
المفروض انسان بده ينتحر يكون وصل مرحلة لا مبالة وعدمية وموت من جواه لدرجة بطل اشي يهمه وكل الحياة هذي مش فارقة معه فمش حيفرق وجود الرسالة من عدمها فإذا حد حيترك رسالة حيكون شخص ضعيف حاول يتراجع بآخر لحظات بس فشل حتى بهاي الشغلة الانتحار الحقيقي بيكون بترك الحياة بكلشي بيتعلق فيها,1,1,1,1,1
من يتسبب فى انتحار ابنه أو بنته يعد قاتلا بالخطأ,1,0,1,1,0
فتاة تعرضت للاغتصاب من ابن عمتها وتجاهل والداها الأمر وظل أبيها يشنع بسمعتها لدى كل عريس يتقدم لخطبتها حتى حاولت الانتحار حكاية واقعية سمعتها هند وضمتها للرواية,1,0,1,1,1
